QUALIFICAÇÃO;NOME;PORTARIA;DATA
Segundo-Sargento QSS SEL R/1;Dagoberto Mendes;182/SCGC;18/02/2015
Suboficial QSS BMA;Dagoberto Monteiro Júnior;1813/SCC;20/12/1984
Suboficial QSS BMA;Dailto Machado Ventura;092/SCC;20/01/1982
Suboficial (AV-VN);Dalberto Lima Ribeiro;2/SCGC;06/01/2020
Suboficial BMA;Dalecio Feliciano Lourenço;80/SC;26/02/2008
Cabo QCB SGS;Dalmi Nunes da Silva;870/SCC;20/12/1991
Suboficial QSS SDE;Dalmo Emanoel Fraga Guimarães;051/SCC;26/02/1993
Senhor;Dalmo Jorge Lima Palmeira;58/SC;14/02/2012
Suboficial QSS BEI;Dalton Cidade Marinho;193/SCC;20/02/1995
Subtenente de Material Bélico;Dalton da Costa Leite Filho;107/SC;25/02/2010
Cabo QCB BSP;Daltro Ribeiro Costa;182/SCGC;18/02/2015
Suboficial QSS BMA;Daltro Spier;1057/SCC;20/12/1985
Suboficial QSS SML;Daltro Teles de Oliveira;160/SCC;16/03/1994
Suboficial QFG SAD;Dalva de Souza;204/SC;22/02/2005
Senhora;Dalva Ferreira;051/SCC;26/02/1993
Senhor;Dalvo Rodrigues dos Santos;1813/SCC;20/12/1984
Segundo-Tenente QOEA;Damário Pereira de Araújo;1194/SCC;15/12/1986
Senhor;Damásio Conceição dos Santos;100/SCC;20/02/1997
Primeiro-Sargento QSS SAD;Damião Cardozo Ferreira;048/SCC;18/01/1996
Suboficial QSS SAD;Damião Fernandes De Castro;1.659/SCGC;21/12/2016
Suboficial QSS SAD;Damião Pinheiro Paulino;90/SCC;22/02/1999
Primeiro-Sargento SEF;Daniege Nunes Azambuja;81/SC;07/02/2011
Primeiro-Sargento QSS SMU;Daniel Abreu dos Santos;6/SCGC;08/01/2018
Primeiro-Sargento QSS SGS;Daniel Afonso de Sousa;247/SC;06/03/2006
Suboficial QSS BMA;Daniel Alves dos Reis Filho;202/SC;18/02/2004
Segundo-Sargento QSS BCO;Daniel Anselmo Barreto Santos;10/SCGC;10/01/2019
Major Intendente;Daniel Augusto Cavalcante;113/SCC;28/02/2000
Terceiro-Sargento QTA TAR;Daniel Augusto Miranda;182/SCGC;18/02/2015
Suboficial QSS BCT;Daniel Bonas;90/SCC;22/02/1999
Cabo QCB SAD;Daniel Braz de Araújo;1813/SCC;20/12/1984
Suboficial QSS SAD;Daniel Brito Rodrigues;931/SCC;12/12/1989
Suboficial QSS SAD;Daniel Cândido Elias;90/SCC;22/02/1999
Cabo QCB SAD;Daniel Corrêa;160/SCC;16/03/1994
Taifeiro de Primeira Classe QTA TAR;Daniel Corrêa da Silva;1194/SCC;15/12/1986
Suboficial QSS BMA;Daniel Cuba dos Santos;247/SC;06/03/2006
Primeiro-Sargento QSS SAD;Daniel da Silva Costa;2/SCGC;06/01/2020
Segundo-Sargento QSS SOB;Daniel da Silva Franco;1057/SCC;20/12/1985
Suboficial QSS SEL;Daniel da Silva Olsever;98/SCC;18/02/1998
Primeiro-Sargento QSS SGS;Daniel de Albuquerque Velozo;161/SC;21/02/2003
Segundo-Tenente QOEA;Daniel de Azevedo Alves;047/SCC;20/01/1981
Terceiro-Sargento QSS SAD;Daniel de Oliveira Chagas;6/SCGC;08/01/2018
Suboficial QSS BSP;Daniel de Oliveira Santiago;1172/SCC;15/12/1987
Suboficial QSS BET;Daniel de Souza Seara;160/SCC;16/03/1994
Senhor;Daniel Dias;113/SC;22/02/2001
Senhor;Daniel do Nascimento;1813/SCC;20/12/1984
Senhor;Daniel Dorival Alvarenga;048/SCC;18/01/1996
Suboficial QSS SAD;Daniel dos Santos da Silveira;189/SC;07/02/2013
Primeiro-Sargento QSS BCT;Daniel dos Santos Fernandes;161/SC;21/02/2003
Senhor;Daniel Ferreira da Conceição;086/SCC;20/01/1983
Cabo QCB SAD;Daniel Ferreira dos Santos;193/SCC;20/02/1995
Terceiro-Sargento QSS BCO;Daniel Ferreira dos Santos;6/SCGC;08/01/2018
Capitão QOEA SVA;Daniel Figueiredo Gusmão;931/SCC;12/12/1989
Terceiro-Sargento QESA SAD;Daniel Francisco Dias;182/SCGC;18/02/2015
Primeiro-Tenente QCOA;Daniel Gomes e Silva;100/SCC;20/02/1997
Suboficial SPV;Daniel Gomes Maia;107/SC;25/02/2010
Subtenente de Infantaria;Daniel Henrique Christmann;1.659/SCGC;21/12/2016
Suboficial QSS BET;Daniel José Leite Farias;10/SCGC;10/01/2019
Suboficial QSS SOB;Daniel Leite da Silva e Souza;968-A/SCC;14/12/1990
Terceiro-Sargento QSS SAD;Daniel Lemes da Silva;58/SC;14/02/2012
Suboficial QSS SGS;Daniel Márcio Molina;161/SC;21/02/2003
Primeiro-Sargento QSS BEI;Daniel Mendes Suchorski;113/SCC;28/02/2000
Cabo QCB BSP;Daniel Messias da Rosa;870/SCC;20/12/1991
Suboficial BEI;Daniel Miranda Monteiro;81/SC;07/02/2011
Suboficial QSS SEL;Daniel Moreira da Cunha;116/SCC;20/01/1984
Senhor;Daniel Nunes da Fonseca;968-A/SCC;14/12/1990
Primeiro-Sargento QSS SGS;Daniel Oliveira dos Santos;113/SC;22/02/2001
Primeiro-Sargento QSS SAD;Daniel Oliveira dos Santos;193/SCC;20/02/1995
Senhor;Daniel Pires de Moraes;1813/SCC;20/12/1984
Terceiro-Sargento QSCON TES;Daniel Rezende Xavier;1.659/SCGC;21/12/2016
Suboficial QSS SEL;Daniel Ribeiro dos Santos;161/SC;21/02/2003
Senhor;Daniel Ribeiro Lemos;2/SCGC;06/01/2020
Suboficial QSS BEI;Daniel Ricardo Pryjma;58/SC;14/02/2012
Segundo-Sargento QSS SAD;Daniel Rodrigues Roos;29/SCGC;29/01/2016
Suboficial QSS BCO;Daniel Santana da Silva;98/SCC;18/02/1998
Suboficial BMA;Daniel Silva de Souza;81/SC;07/02/2011
Senhor;Daniel Simão Alves de Lima;130/SCGC;03/02/2014
Segundo-Sargento QSS BSP;Daniel Sousa Araújo Filho;202/SC;18/02/2004
Segundo-Sargento QSS SGS;Daniel Vieira da Silveira;10/SCGC;10/01/2019
Primeiro-Sargento QSS SAD;Daniela do Sacramento Silva;6/SCGC;08/01/2018
Segundo-Sargento QSS BET;Daniela Ribeiro de Carvalho;6/SCGC;08/01/2018
Segundo-Sargento QSS SAD;Daniela Rodrigues Jorge;29/SCGC;29/01/2016
Senhora;Daniela Silva Rezende;10/SCGC;10/01/2019
Primeiro-Sargento QSS SAD;Daniele Cristine Leon Machado Mendes;182/SCGC;18/02/2015
Primeiro-Sargento QSS SEL;Daniele Cruz de Queiroz Assis;29/SCGC;29/01/2016
Segundo-Sargento QSS SAD;Daniele dos Santos Moreira da Cruz;130/SCGC;03/02/2014
Segundo-Sargento QSS SAD;Daniele Ferreira De Souza;1.659/SCGC;21/12/2016
Primeiro-Sargento QSS SPV;Daniele Henrique Brand;10/SCGC;10/01/2019
Segundo-Sargento BET;Daniele Lima da Conceição Freitas;81/SC;07/02/2011
Primeiro-Sargento QSS SEF;Daniele Mota Coelho Dias;2/SCGC;06/01/2020
Primeiro-Sargento QSS BET;Daniele Muniz Medim da Silva;10/SCGC;10/01/2019
Primeiro-Sargento QSS SEF;Daniele Nunes Azambuja;10/SCGC;10/01/2019
Senhora;Daniella de Sousa Moraes;29/SCGC;29/01/2016
Primeiro-Sargento QSS SAD;Danielle Cristina de Souza;6/SCGC;08/01/2018
Primeiro-Sargento QSS SLB;Danielle José de Cerqueira Lopes;10/SCGC;10/01/2019
Primeiro-Sargento QSS SGS;Danilo Aguirre;968-A/SCC;14/12/1990
Suboficial QSS SOB;Danilo da Silva Carneiro;092/SCC;20/01/1982
Suboficial QSS BMA;Danilo da Silva Luna Cavalcante;841/SCC;01/12/1988
Senhor;Danilo Dantas de Lima;968-A/SCC;14/12/1990
Suboficial QSS BMA;Danilo de Oliveira Ragone;202/SC;18/02/2004
Primeiro-Sargento QSS SGS;Danilo Duarte Coutinho;1.659/SCGC;21/12/2016
Suboficial QSS SMU;Danilo Dutra Fonseca Oliveira;90/SCC;22/02/1999
Segundo-Sargento TAR ;Danilo Guimarães de Oliveira;204/SC;22/02/2005
Suboficial QSS BMA;Danilo Lima Silva;841/SCC;01/12/1988
Suboficial QSS BMA;Danilo Napoleão de Assis;116/SCC;20/01/1984
Suboficial (Itália);Danilo Rengucci;160/SCC;16/03/1994
Suboficial QSS BEP;Danival Campos Nogueira;247/SC;06/03/2006
Segundo-Sargento QTA TCO;Dannilo Santiago de Queiroz Lima;10/SCGC;10/01/2019
Primeiro-Sargento BCO;Dante Cordeiro de Souza Junior;81/SC;07/02/2011
Cabo QCB SAD;Dante Gregório de Carvalho;100/SCC;20/02/1997
Senhora;Danuzia Ferreira Curi;048/SCC;18/01/1996
Suboficial SOB;Darc Antonio da Cunha Mattos;81/SC;07/02/2011
Senhor;Darci dos Santos;90/SCC;22/02/1999
Terceiro-Sargento R/1;Darci Duarte da Costa;58/SC;14/02/2012
Suboficial QSS BET;Darci Gomes Cardoso;202/SC;18/02/2004
Taifeiro-Mor QTA TBA;Darci Maggio;160/SCC;16/03/1994
Primeiro-Sargento QSS SAD;Darci Rogério Pereira Lahra;202/SC;18/02/2004
Primeiro-Sargento QSS BSP;Darci Silva de Araújo;160/SCC;16/03/1994
Primeiro-Tenente QOEA ARM;Darcio de Faria;106/SC;21/02/2007
Segundo-Tenente QAO;Darcizalem José Gonçalves;113/SC;22/02/2001
Suboficial QSS BMT;Darcy Banci;193/SCC;20/02/1995
Senhora;Darcy Bichara;141/SC;19/02/2002
Terceiro-Sargento QC (DT);Darcy Coelho da Silva;092/SCC;20/01/1982
Primeiro-Tenente QOEA;Darcy de Mello;092/SCC;20/01/1982
Segundo-Tenente QOEA SVE;Darcy Enderson Gusmão Baraldo;247/SC;06/03/2006
Suboficial QSS SMU;Darcy Fraga Bitencourt;1813/SCC;20/12/1984
Senhor;Darcy José dos Santos;1172/SCC;15/12/1987
Senhor;Darcy Pereira;048/SCC;18/01/1996
Senhora;Darcy Souza da Silva;110/SCC;28/01/1980
Senhora;Darcyra Abrahão Pitz;968-A/SCC;14/12/1990
Primeiro-Sargento de Infantaria;Dari Paulino Carlos Filho;80/SC;26/02/2008
Primeiro-Sargento QSS BET;Dariele Elisa Reis Breginski;2/SCGC;06/01/2020
Suboficial QSS BET;Daril Garcia Rubio;870/SCC;20/12/1991
Cabo;Dario Alexis Molina Salsamendi;130/SCGC;03/02/2014
Suboficial QSS BCO;Dario Casado Tavares;841/SCC;01/12/1988
Cabo QCB BSP;Dario Coppa;160/SCC;16/03/1994
Segundo-Sargento QSS SGS;Dário de Oliveira Rodrigues;107/SC;25/02/2010
Suboficial QSS SEF;Dário dos Santos Dias;202/SC;18/02/2004
Suboficial QSS SAD;Dario Leonel Pires;047/SCC;20/01/1981
Senhor;Dário Luiz Trindade;1813/SCC;20/12/1984
Primeiro-Sargento de Cavalaria;Dario Sérgio da Silva Pereira;141/SC;19/02/2002
Doutor;Dario Umbelino Tavares;116/SCC;20/01/1984
Terceiro-Sargento de Infantaria;Darlan Andrade do Nascimento;80/SC;26/02/2008
Cabo QCB BMA;Darlan da Silva;931/SCC;12/12/1989
Primeiro-Sargento QSS SEL;Darlan dos Santos Moraes;202/SC;18/02/2004
Terceiro-Sargento QSCON TES;Darlan Romani;1.659/SCGC;21/12/2016
Suboficial QFG SEF;Darlene Neves Ferreira Maia;189/SC;07/02/2013
Suboficial QSS BMA;Darly Pontes de Macedo;086/SCC;20/01/1983
Suboficial QSS SAD;Darwin Lúcio Gonçalves;051/SCC;26/02/1993
Primeiro-Sargento QSS BSP;Darwin Schmidtke Gallarreta da Rosa;6/SCGC;08/01/2018
Suboficial BET;Dauri Batista Braga;81/SC;07/02/2011
Senhora;Dausa Borges;1172/SCC;15/12/1987
Suboficial QSS BSP;Daveron Palacio Vanini;193/SCC;20/02/1995
Segundo-Sargento QSS BMA;Davi Antonio Pinheiro Bibas;107/SC;25/02/2009
Primeiro-Sargento QSS SEF;Davi Costa Vieira;106/SC;21/02/2007
Primeiro-Sargento QSS BMA;Davi da Silva Machado;2/SCGC;06/01/2020
Cabo QCB SAD;Davi da Silva Nascimento;182/SCGC;18/02/2015
Segundo-Sargento QSS SAD;Davi da Silva Peregrina;106/SC;21/02/2007
Primeiro-Sargento QSS BMT;Davi de Souza Costa;100/SCC;20/02/1997
Segundo-Sargento QSS SGS;Davi do Nascimento Paulo;6/SCGC;08/01/2018
Suboficial QSS BCO;Davi dos Santos Lubas;113/SCC;28/02/2000
Suboficial QSS BMA;Davi Galdino da Silva;90/SCC;22/02/1999
Suboficial QSS BCO;Davi Gonçalves de Macedo;106/SC;21/02/2007
Suboficial QSS BCO;Davi Minozzo Reolon;98/SCC;18/02/1998
Segundo-Tenente QOEA SVM;Davi Moreira da Costa;90/SCC;22/02/1999
Segundo-Sargento SCF;Davi Neckel;80/SC;26/02/2008
Primeiro-Sargento QSS BMA;Davi Palodetti;1172/SCC;15/12/1987
Primeiro-Sargento QSS SAD;Davi Rosa Reis;182/SCGC;18/02/2015
Segundo-Sargento QSS SAD;Davi Sampaio dos Santos;182/SCGC;18/02/2015
Suboficial QSS BCO;Davi Santana da Silva;048/SCC;18/01/1996
Suboficial BMB;Davi Tasqueto Bolzan;81/SC;07/02/2011
Primeiro-Sargento QTA TCO;Davi Vianna de Almeida;182/SCGC;18/02/2015
Suboficial QSS SAD;Davi Vieira Rodrigues;90/SCC;22/02/1999
Primeiro-Sargento QSS SGS;David Cassiano e Silva;091/SCC;20/01/1980
Suboficial QSS BMA;David Cavalcanti Bezerra;58/SC;14/02/2012
Suboficial QSS BMA;David Coelho de Mendonça;58/SC;14/02/2012
Primeiro-Sargento QSS SAD;David de Paula;107/SC;25/02/2009
Primeiro-Sargento QSS SIN;David de Souza França;2/SCGC;06/01/2020
Suboficial (AV-VN);David de Souza Moreira;2/SCGC;06/01/2020
Suboficial QSS BEP;David Dias Ferreira Filho;051/SCC;26/02/1993
Segundo-Sargento QSS SAD;David Eduardo Almeida Mascarenhas;1057/SCC;20/12/1985
Primeiro-Sargento QSS BMA;David Figueiredo da Gama;193/SCC;20/02/1995
Terceiro-Sargento QSS SAD;David Helbert Lima Martins;6/SCGC;08/01/2018
Cabo QCB SAD;David Jonatas Kloss;100/SCC;20/02/1997
Senhor;David Karatanasov;048/SCC;18/01/1996
Suboficial QSS SMU;David Lameira Ferreira da Silva;182/SCGC;18/02/2015
Terceiro-Sargento QTA TAR;David Machado de Souza;161/SC;21/02/2003
Terceiro-Sargento QESA SEM;David Monteiro Silva;161/SC;21/02/2003
Suboficial QSS SGS;David Nunes;1057/SCC;20/12/1985
Suboficial QSS BMA;David Pereira da Silva;29/SCGC;29/01/2016
Taifeiro-Mor QTA TAR;David Resende Filho;160/SCC;16/03/1994
Segundo-Sargento QSS BMA;David Roberto de Oliveira Silva;189/SC;07/02/2013
Soldado de Primeira Classe;David Rosal Gabriel;247/SC;06/03/2006
Terceiro-Sargento QSS STA;David Sidrônio dos Santos;160/SCC;16/03/1994
Cabo QCB SEM;David Simões da Silva;247/SC;06/03/2006
Suboficial QSS BSP;Davidson da Silva Marques;107/SC;25/02/2009
Segundo-Sargento PM (DF);Davino Alves Cavalcante;051/SCC;26/02/1993
Primeiro-Sargento QSS SAD;Davis Torres de Araújo;202/SC;18/02/2004
Primeiro-Sargento BCO;Dawesley Ricardo de Lima;107/SC;25/02/2010
Senhora;Dayse Monteiro de Carvalho Santos;247/SC;06/03/2006
Suboficial SCF;Dázio da Motta Filho;81/SC;07/02/2011
Segundo-Sargento QSS SAD;Débora Oliveira Brilhante da Costa;182/SCGC;18/02/2015
Segundo-Sargento QSS SAD;Débora Oliveira Weitzel;10/SCGC;10/01/2019
Senhora;Deborah Marzulo;141/SC;19/02/2002
Terceiro-Sargento QESA SEF;Decio Araujo dos Santos;10/SCGC;10/01/2019
Primeiro-Sargento QSS BSP;Décio Cavalca de Castro;1057/SCC;20/12/1985
Primeiro-Sargento QSS BMA;Décio Conceição;968-A/SCC;14/12/1990
Suboficial QSS SAD;Décio de Melo Petrocchi;086/SCC;20/01/1983
Suboficial QSS BEI;Décio de Oliveira Souza;98/SCC;18/02/1998
Primeiro-Sargento QSS BSP;Décio Ferreira Maia;116/SCC;20/01/1984
Suboficial QSS SEM;Decio Larssen;58/SC;14/02/2012
Segundo-Sargento QSS SAD;Décio Moreira dos Santos;113/SC;22/02/2001
Suboficial QSS BET;Décio Nunes de Oliveira;90/SCC;22/02/1999
Capitão QOEA SVE;Decio Schettert;193/SCC;20/02/1995
Terceiro-Sargento QESA BSP;Décio Seraine da Silva;931/SCC;12/12/1989
Senhor;Decio Vieira Mello;100/SCC;20/02/1997
Suboficial QSS SGS;Degercy Barbosa da Silva;091/SCC;20/01/1980
Suboficial QSS SAD;Deir de Oliveira Cruvinel;80/SC;26/02/2008
Senhora;Deise Dutton Rodrigues Alves;2/SCGC;06/01/2020
Senhora;Deise Moreira Rosa Nascimento;58/SC;14/02/2012
Primeiro-Sargento (CL);Deise Simões dos Santos;130/SCGC;03/02/2014
Primeiro-Sargento QSS SGS;Deividy De Melo Rosa;1.659/SCGC;21/12/2016
Senhora;Deize Mary Cavalcante;80/SC;26/02/2008
Suboficial SEL;Dejael Barbosa da Silva;80/SC;26/02/2008
Primeiro-Sargento QSS BMA;Dejair Alves De Barros;1.659/SCGC;21/12/2016
Suboficial QSS BEI;Dejair Borges;90/SCC;22/02/1999
Suboficial QSS SAD;Dejair de Azevedo Fernandes Júnior;161/SC;21/02/2003
Primeiro-Tenente QOEA;Dejair Pereira Iung;98/SCC;18/02/1998
Suboficial QSS SGS;Delanei Luiz Dias;1194/SCC;15/12/1986
Suboficial QSS SGS;Delanei Luiz Dias Filho;6/SCGC;08/01/2018
Suboficial QSS SAD;Délcio Cardoso;051/SCC;26/02/1993
Suboficial QSS SAD;Delcio Joaquim da Silva;202/SC;18/02/2004
Subtenente Material Bélico;Delcio Pivetta;6/SCGC;08/01/2018
Senhor;Délcio Ribeiro da Silva;931/SCC;12/12/1989
Suboficial QSS BFT;Délcio Silvério dos Santos Filho;247/SC;06/03/2006
Segundo-Sargento QTA TBA;Delcy Matos da Silva;113/SC;22/02/2001
Senhor;Delfino Silvestre da Silva;98/SCC;18/02/1998
Senhora;Delhi Freire da Silva Chaves;1172/SCC;15/12/1987
Senhora;Deliah Sibille Knarr;1.659/SCGC;21/12/2016
Suboficial QSS BSP;Délio Carlos José Biagioni;047/SCC;20/01/1981
Suboficial QSS SAD;Délio Nunes de Oliveira;968-A/SCC;14/12/1990
Suboficial QSS BET;Délio Pinto Ribeiro;047/SCC;20/01/1981
Primeiro-Sargento de Infantaria;Deliomar Pereira Correa;10/SCGC;10/01/2019
Senhora;Delma Cristina Pereira da Silva de Sousa;107/SC;25/02/2009
Suboficial QFG SAD;Delma Ferreira de Souza;202/SC;18/02/2004
Segundo-Sargento QSS SAD;Delmar Edi Martin;113/SC;22/02/2001
Suboficial QSS SEL;Delmar Gomes Neto;968-A/SCC;14/12/1990
Capitão QOEA;Delmar Monteiro;1057/SCC;20/12/1985
Terceiro-Sargento;Delmir Quintella;81/SC;07/02/2011
Senhora;Delmira Del Carmen Novoa Novoa (Chile);2/SCGC;06/01/2020
Primeiro-Sargento QSS SMU;Delmiro da Silva Porto;58/SC;14/02/2012
Suboficial QSS BCO;Delmiro Joaquim Pereira;116/SCC;20/01/1984
Capitão QOEA;Delmo Mauro;931/SCC;12/12/1989
Senhor;Delmon Romualdo da Costa;870/SCC;20/12/1991
Suboficial SGS;Delso Batista Ribeiro;107/SC;25/02/2010
Primeiro-Tenente QOEA;Delson Alves Medeiros;1057/SCC;20/12/1985
Primeiro-Sargento QSS BET;Delson Carlos de Souza Pinheiro;130/SCGC;03/02/2014
Terceiro-Sargento QTA TCO;Delson Chrispim Lopes;161/SC;21/02/2003
Suboficial QSS SML;Delson Silva Machado;141/SC;19/02/2002
Primeiro-Sargento BMA;Delson Vilares Braga do Nascimento;80/SC;26/02/2008
Segundo-Sargento QSS BMT;Delvair Barbosa Moreira;086/SCC;20/01/1983
Suboficial QSS SEM;Delvo França do Nascimento;141/SC;19/02/2002
Senhora;Delza Ramos Marcial;931/SCC;12/12/1989
Senhor;Demacir Teixeira da Silva;870/SCC;20/12/1991
Suboficial QSS SAD;Demetrio Corvalan;091/SCC;20/01/1980
Suboficial QSS SPV;Demétrio de Almeida Camargo;113/SC;22/02/2001
Terceiro-Sargento QSS SAD;Demétrio de Souza;051/SCC;26/02/1993
Suboficial QSS BCT;Demétrio Zeno de Oliveira Araujo;90/SCC;22/02/1999
Suboficial QSS BCO;Demetrius de Mello Borges;90/SCC;22/02/1999
Terceiro-Sargento QESA SAD;Demetrius Rosseline dos Santos;107/SC;25/02/2009
Suboficial QSS BET;Demis Pereira de Mendonça;968-A/SCC;14/12/1990
Suboficial QSS BCO;Demitrius Lemos;931/SCC;12/12/1989
Senhor;Demóstene Marinotto;107/SC;25/02/2010
Suboficial QSS BCO;Demóstenes Ferreira de Moraes Sobrinho;160/SCC;16/03/1994
Segundo-Sargento SAD;Dener Rodrigues Vidal;107/SC;25/02/2010
Cabo QCB SAD;Denerson Honorio Feitosa;29/SCGC;29/01/2016
Primeiro-Sargento BET;Denes Martins de Morais;81/SC;07/02/2011
Senhora;Deni Maria das Neves;870/SCC;20/12/1991
Capitão QOEA GDS;Denilson Alves de Freitas;204/SC;22/02/2005
Suboficial SGS;Denilson Alves dos Santos;81/SC;07/02/2011
Primeiro-Sargento QSS SAD;Denilson Bráz Sobrinho;048/SCC;18/01/1996
Suboficial QSS BMA;Denilson da Cruz da Silva;58/SC;14/02/2012
Suboficial SAD;Denilson de Oliveira;107/SC;25/02/2010
Senhor;Denilson Donizetti Bichoff;81/SC;07/02/2011
Suboficial QSS BMA;Denilson Feitosa Mariz;189/SC;07/02/2013
Senhor;Denilson Ferreira da Silva;161/SC;21/02/2003
Suboficial QSS BMA;Denilson Ferreira de Araújo;189/SC;07/02/2013
Segundo-Sargento QTA TAR;Denilson Gonçalves de Oliveira;189/SC;07/02/2013
Suboficial BMA;Denilson Nascimento de Souza;107/SC;25/02/2010
Primeiro-Sargento QSS SGS;Denilson Pereira dos Santos;130/SCGC;03/02/2014
Senhor;Denilton Ferreira de Sá;98/SCC;18/02/1998
Terceiro-Sargento de Infantaria;Denis Alves Alegre;80/SC;26/02/2008
Suboficial QSS BMA;Denis Augusto Vieira;870/SCC;20/12/1991
Suboficial QSS SGS;Denis Castro Gama;092/SCC;20/01/1982
Suboficial QSS BEI;Denis dos Santos Alpes;2/SCGC;06/01/2020
Suboficial BEI;Dênis Herdange Martins;81/SC;07/02/2011
Terceiro-Sargento QSS SGS;Denis Maia Dos Santos;1.659/SCGC;21/12/2016
Primeiro-Tenente QOEA;Denis Mário Mazucanti;086/SCC;20/01/1983
Segundo-Sargento QSS SGS;Denis Rafael Portes Mendes;189/SC;07/02/2013
Primeiro-Sargento QSS BMA;Denis Rodrigues Tavora;1.659/SCGC;21/12/2016
Senhor;Denisar Luiz Flor;931/SCC;12/12/1989
Senhora;Denise Conceição da Costa;113/SCC;28/02/2000
Suboficial QFG SAD;Denise Cristina Dos Santos Pego;1.659/SCGC;21/12/2016
Suboficial QFG SEF;Denise de Jesus Sequeira;107/SC;25/02/2009
Senhora;Denise Dias Aragao;6/SCGC;08/01/2018
Senhora;Denise Ferreira Borges de Freitas;202/SC;18/02/2004
Segundo-Sargento QSS BET;Denise Ferreira de Lima;10/SCGC;10/01/2019
Suboficial QFG SAD;Denise Guimarães Escovino;202/SC;18/02/2004
Primeiro-Sargento QFG SAD;Denise Pires de Lima Ferraz;107/SC;25/02/2009
Suboficial QFG SAD;Denise Regina Rosa;141/SC;19/02/2002
Suboficial QFG SAD;Denise Ribeiro Silva;80/SC;26/02/2008
Terceiro-Sargento QTA TVA;Denivaldo Braz Barros;113/SCC;28/02/2000
Capitão;Denivan Silveira de Oliveira;116/SCC;20/01/1984
Segundo-Sargento QSS SAD;Dennis Renan Figueira Filgueiras;2/SCGC;06/01/2020
Primeiro-Sargento SAD;Deny Teixeira da Costa;80/SC;26/02/2008
Suboficial QSS BET;Denys Gonçalves da Cruz Fonseca;6/SCGC;08/01/2018
Segundo-Sargento QSS BEI;Deoclecio Castro Bruzaca;58/SC;14/02/2012
Senhora;Deolinda Claudete Moraes Fernandes;160/SCC;16/03/1994
Primeiro-Sargento de Infantaria;Derblay Bonates Faria;107/SC;25/02/2009
Suboficial QSS SEM;Derceval Pessanha da Silva;1057/SCC;20/12/1985
Taifeiro-Mor QTA TCO;Derci Fortes Brasil;051/SCC;26/02/1993
Suboficial BEV;Derival Raymundo Goes Filho;80/SC;26/02/2008
Suboficial QSS BEP;Derli de Matos Filho;161/SC;21/02/2003
Suboficial QSS BEP;Derly Vicente de Carvalho;247/SC;06/03/2006
Primeiro-Sargento QSS SAD ;Dermeval da Silva Guedes;100/SCC;20/02/1997
Primeiro-Sargento QSS SAD;Desireé de Toledo Broca Moura Figueira;10/SCGC;10/01/2019
Primeiro-Sargento QSS SDE;Deusdedit Romão da Fonseca;841/SCC;01/12/1988
Terceiro-Sargento QESA SGS;Deusdediti Pires Moraes Filho;247/SC;06/03/2006
Suboficial QSS SAD;Deusdete Bezerra de Oliveira;113/SCC;28/02/2000
Suboficial QSS SAD;Deusdeth Moreira;086/SCC;20/01/1983
Senhor;Deuzimar da Conceicao;10/SCGC;10/01/2019
Senhora;Deuzimar Dias Damasceno Lopes da Silva;90/SCC;22/02/1999
Suboficial QSS BMA;Devair Paula Vasconcellos;086/SCC;20/01/1983
Suboficial QSS BMT;Devanir Antonio Galvino;58/SC;14/02/2012
Primeiro-Tenente QOEA;Devanyr Luiz Brock;047/SCC;20/01/1981
Segundo-Sargento QSS SIN;Déverson de Oliveira Conceição;10/SCGC;10/01/2019
Segundo-Sargento QSS SAD;Diana Anastácia Menezes Teles;10/SCGC;10/01/2019
Suboficial QFG SAD;Diana Ribeiro Palheta Frederico;80/SC;26/02/2008
Suboficial BMA;Dickson Gustavo Afonso da Silva;80/SC;26/02/2008
Segundo-Sargento QSS SGS;Didymo Ribeiro Felismino Júnior;130/SCGC;03/02/2014
Senhor;Diego Alberto Sánchez Escandón;107/SC;25/02/2010
Soldado de Segunda Classe;Diego Araújo de Sousa;81/SC;07/02/2011
Primeiro-Sargento QSS BET;Diego Aurelio De Jesus Tavares De Oliveira;1.659/SCGC;21/12/2016
Primeiro-Sargento QSS SAD;Diego da Silva Castilho Urbani;10/SCGC;10/01/2019
Segundo-Sargento QSS SAD;Diego De Carvalho Sobral Pego;1.659/SCGC;21/12/2016
Segundo-Sargento QSS SAD;Diego Fonseca Beserra;2/SCGC;06/01/2020
Segundo-Sargento QSS SAD;Diego Fonseca Gustavo;2/SCGC;06/01/2020
Primeiro-Sargento QSS SAD;Diego Machado Marins de Oliveira;29/SCGC;29/01/2016
Primeiro-Sargento QSS BMA;Diego Tavelin Leão;2/SCGC;06/01/2020
Senhor;Diego Torres Dourado;2/SCGC;06/01/2020
Segundo-Sargento de Intendência;Diego Vinicios da Silva;29/SCGC;29/01/2016
Primeiro-Sargento QSS SEL;Dielson Antão de Amorim;116/SCC;20/01/1984
Senhor;Dikran Balikian;1813/SCC;20/12/1984
Terceiro-Sargento SGS;Dilly James Natário de Lima;81/SC;07/02/2011
Senhora;Dilma Silva de Oliveira Monteiro;81/SC;07/02/2011
Suboficial QSS SGS;Dilmar da Silva;051/SCC;26/02/1993
Suboficial QSS SEF;Dilmar da Silva Dias;048/SCC;18/01/1996
Capitão QOEA CTA;Dilso Corrêa de Almeida;870/SCC;20/12/1991
Suboficial QSS BET;Dilson Barros de Almeida;58/SC;14/02/2012
