QUALIFICAÇÃO;NOME;PORTARIA;DATA
Suboficial QSS BFT;Rubens Aleixo Machado;189/SC;41312
Senhor;Rubens Almeida;204/SC;38405
Primeiro-Sargento QSS SML;Rubens Alves de Almeida;051/SCC;34026
Cabo QCB SAD;Rubens Alves Soares;968-A/SCC;33221
Senhor;Rubens Barbosa de Medeiros;051/SCC;34026
Suboficial QSS BSP;Rubens da Silva Pinto;091/SCC;29240
Terceiro-Sargento QESA SEM;Rubens de Araújo Rodrigues;113/SC;36944
Suboficial QSS BMB;Rubens de Castro Silva Júnior;161/SC;37673
Suboficial QSS BEP;Rubens de Jesus Ramos;1813/SCC;31036
Suboficial QSS BMA;Rubens Dias de Oliveira;1057/SCC;31401
Senhor;Rubens Donizeti dos Santos;189/SC;41312
Capitão QOEA SVA;Rubens dos Santos Silva;141/SC;37306
Suboficial QSS BEI;Rubens Fernandes Pereira;189/SC;41312
Suboficial QSS BCO;Rubens Fernando Fernandes;870/SCC;33592
Suboficial QSS SEL;Rubens Flavio Moreira;968-A/SCC;33221
Suboficial QSS BMT;Rubens Franceshi Cardoso;051/SCC;34026
Cabo QCB SAD;Rubens Francisco de Carvalho;968-A/SCC;33221
Senhor;Rubens Gonçalves;1813/SCC;31036
Suboficial QSS SML;Rubens Gonçalves;051/SCC;34026
Capitão;Rubens Hernandes Martins;051/SCC;34026
Suboficial QSS BCO;Rubens José Santos de Mattos;051/SCC;34026
Primeiro-Sargento QSS BET;Rubens Levy Germano;130/SCGC;41673
Suboficial QSS BEI;Rubens Machado Ferreira;141/SC;37306
Suboficial QSS BMT;Rubens Mascio Junior;189/SC;41312
Suboficial (FN-AV-MV);Rubens Mendes Passos Júnior;1.659/SCGC;42725
Suboficial QSS BEI;Rubens Menetti;092/SCC;29971
Segundo-Sargento QSS SAD;Rubens Nei Nazareth da Silva;90/SCC;36213
Suboficial QSS SGS;Rubens Pereira de Araújo;1194/SCC;31761
Senhor;Rubens Pereira dos Santos;81/SC;40581
Capitão QOEA SVA;Rubens Pinto Rangel;100/SCC;35481
Suboficial QSS SAD;Rubens Ramos;204/SC;38405
Suboficial QSS BMA;Rubens Ribeiro Guimarães;161/SC;37673
Suboficial QSS BCO;Rubens Rossini;092/SCC;29971
Terceiro-Sargento QESA SAD;Rubens Vanildo Almeida do Amaral;204/SC;38405
Primeiro-Sargento QSS BMA;Rubens Zimer;968-A/SCC;33221
Suboficial QSS BEV;Rubenval Correa Nogueira;247/SC;38782
Suboficial QSS SMU;Ruberci Almeida de Oliveira;58/SC;40953
Primeiro-Sargento QSS SEL;Rubião Barbosa da Silva;870/SCC;33592
Primeiro-Sargento QSS SGS;Rubinaldo Resende;1.659/SCGC;42725
Primeiro-Sargento BEP;Rubis Monteiro Batista;19/SCGC;44207
Suboficial QSS BET;Rudi Knopker;113/SC;36944
Suboficial QSS BET;Rudimar Antonio Bassani;107/SC;39869
Suboficial QSS BCT;Rudimar Gonçalves;193/SCC;34750
Segundo-Tenente QOEA CTA;Rudimar José Zolet;247/SC;38782
Suboficial QSS SDE;Rudimar Luiz Ortiz;160/SCC;34409
Suboficial QSS BET;Rudimar Santos Couto;048/SCC;35082
Primeiro-Sargento SEL;Rudimar Uliana;19/SCGC;44207
Segundo-Sargento QSS SIN;Rudney de Araujo Moura;29/SCGC;29/01/2016
Senhor;Rudolf Wanske;968-A/SCC;33221
Primeiro-Sargento QSS BMA;Rudolfo da Cruz Nunes;107/SC;39869
Senhor;Rufino Caetano dos Santos;1172/SCC;32126
Terceiro-Sargento QC (DT);Rui Aguiar de Souza;092/SCC;29971
Primeiro-Sargento QSS SEF;Rui Alcides da Costa;931/SCC;32854
Suboficial QSS BEV;Rui Alvares Diniz;051/SCC;34026
Senhor;Rui Barbosa de Sales;160/SCC;34409
Suboficial QSS BET;Rui Batista da Silva Filho;202/SC;38035
Suboficial QSS SDE;Rui Carlos Carvalho Padilha;204/SC;38405
Senhor;Rui de Araújo Ribeiro;98/SCC;35844
Suboficial QSS SMU;Rui de Castro Moura;160/SCC;34409
Senhor;Rui de Lima Barata;092/SCC;29971
Sargento;Rui Dinis Campino das Neves;19/SCGC;44207
Primeiro-Sargento QSS SEL;Rui dos Santos Carvalho;202/SC;38035
Suboficial QSS BEP;Rui dos Santos Félix;113/SCC;36584
Terceiro-Sargento QSS STA;Rui Evanowich Rodrigues;931/SCC;32854
Suboficial QSS SGS;Rui Katushito Yanagida;193/SCC;34750
Suboficial QSS BFT;Rui Luz de Oliveira;051/SCC;34026
Suboficial QSS BMA;Rui Manoel Pereira de Almeida;247/SC;38782
Suboficial ;Rui Marques dos Santos;81/SC;40581
Suboficial QSS SEL;Rui Zito Barbosa;047/SCC;29606
Suboficial QSS BEP;Rutemberg Santos Conceição;106/SC;39134
Senhora;Ruth Ferreira Moura;98/SCC;35844
Senhora;Ruth Lima Fernandes;160/SCC;34409
Senhora;Ruth Porfírio Alves;968-A/SCC;33221
Suboficial SAD;Rutinaldo Almeida Alves;107/SC;40234
Suboficial QSS SAD;Ruy Alves Machado;1172/SCC;32126
Terceiro-Sargento QTA TBA;Ruy Barbosa de Araújo;161/SC;37673
Taifeiro de Primeira Classe QTA TVA;Ruy Bonfim de Oliveira;160/SCC;34409
Suboficial QSS SGS;Ruy Cola;047/SCC;29606
Senhor;Ruy Germano Griep;107/SC;39869
Senhor;Ruy Moises Dias;90/SCC;36213
Suboficial QSS BET;Ruy Pereira de Melo;870/SCC;33592
Primeiro-Sargento QSS BCO;Ruy Pinheiro Navega;193/SCC;34750
Segundo-Sargento QSS SAD;Ruy Rodrigues Santiago;110/SCC;29248
Terceiro-Sargento QESA SEM;Ruy Washington Pará Carvalho;161/SC;37673
Cabo QCB SAD;Sabino Alves de Oliveira;051/SCC;34026
Terceiro-Sargento QTA TAR;Sabino Galdino Neto;90/SCC;36213
Segundo-Sargento QSS SAD;Sabrina Monteiro Martins;182/SCGC;42053
Suboficial QSS SGS;Sadi Farias da Silva;870/SCC;33592
Suboficial QSS BMT;Sadi Ferreira de Miranda;161/SC;37673
Suboficial QSS BEI;Sadi Natalino Moraes Carvalho;193/SCC;34750
Primeiro-Sargento QSS SGS;Sadi Oscar Jalowski;931/SCC;32854
Suboficial QSS SAD;Sadi Pansera;092/SCC;29971
Suboficial BMA;Salamir Silveira Teixeira;80/SC;39504
Senhor;Salatiel Alves Ferreira Junior;182/SCGC;42053
Suboficial QSS BCO;Salatiel de Almeida Moraes;58/SC;40953
Suboficial QSS BEI;Salim Brito Zahluth;091/SCC;29240
Senhora;Sally Nef;841/SCC;32478
Suboficial QSS BCT;Salmen Chaquip Bukzem;161/SC;37673
Suboficial QSS BMA;Salmo Paladini;091/SCC;29240
Senhor;Salomão Antonio Neto;106/SC;39134
Cabo QCB BSP;Salomão Carvalho Ramos;051/SCC;34026
Taifeiro de Primeira Classe QTA TVA;Salomão João Neto;968-A/SCC;33221
Suboficial QSS BSP;Salomão Rodrigues Barbosa;870/SCC;33592
Senhor;Salvador Cândido da Rocha;841/SCC;32478
Primeiro-Tenente;Salvador Coelho da Silva;160/SCC;34409
Suboficial BEP;Salvador Coutinho Rodrigues;80/SC;39504
Taifeiro de Primeira Classe QTA TAR;Salvador Cruz Filho;193/SCC;34750
Suboficial QSS SAD;Salvador Freitas Ferreira;051/SCC;34026
Primeiro-Sargento QSS BEI;Salvador Paulo Sepulveda Flores;160/SCC;34409
Maresciallo 1ª Classe;Salvatore Sirica;189/SC;41312
Primeiro-Sargento QSS BMA;Sam Devis Mattos Silvano;1.659/SCGC;42725
Subtenente de Engenharia;Sammer Geraldo Harfouche;29/SCGC;29/01/2016
Segundo-Sargento QSS SAD;Samory Rafael Ferreira;80/SC;39504
Terceiro-Sargento QSS SMU;Samuel Amorim de Lima;130/SCGC;41673
Suboficial QSS BET;Samuel Augusto Araújo Fonseca;968-A/SCC;33221
Primeiro-Sargento QSS BFT;Samuel Batista de Souza;10/SCGC;43475
Primeiro-Sargento QSS BCT;Samuel Candido Chiesa;6/SCGC;43108
Segundo-Sargento QSS SAD;Samuel Cardoso Baptista;182/SCGC;42053
Senhor;Samuel César da Cruz Júnior;2/SCGC;43836
Segundo-Sargento QTA TAR;Samuel da Cruz Ferreira Junior;107/SC;39869
Segundo-Sargento SGS;Samuel da Rocha Soares;80/SC;39504
Subtenente de Comunicações;Samuel de Azevedo Santos;29/SCGC;29/01/2016
Primeiro-Sargento QSS SAD;Samuel De Sousa Bastos;1.659/SCGC;42725
Suboficial QSS BCO;Samuel Duarte Crispim de Lima;202/SC;38035
1º Sargento;Samuel Elias Zavala Ulloa;19/SCGC;44207
Segundo-Sargento QSS SDE;Samuel Fagundes Feijó;130/SCGC;41673
Terceiro-Sargento QSS ;Samuel Fernandes Oliveira;247/SC;38782
Senhor;Samuel Gonçalves Ayres de Lima;10/SCGC;43475
Suboficial QSS BMA;Samuel José da Silva;204/SC;38405
Segundo-Tenente Esp Av;Samuel José de Barros;870/SCC;33592
Segundo-Sargento QSS SAD;Samuel Lourenço Ferreira;80/SC;39504
Primeiro-Sargento QSS SGS;Samuel Macedo Fernandes;130/SCGC;41673
Segundo-Sargento QSS SAD;Samuel Mariano de Castro;29/SCGC;29/01/2016
Capitão QOEA GDS;Samuel Mercê Rodrigues;193/SCC;34750
Taifeiro de Primeira Classe QTA TCO;Samuel Nazareth de Abreu;113/SC;36944
Suboficial QSS SMU;Samuel Oliveira Aguiar;870/SCC;33592
Suboficial QSS BET;Samuel Oliveira Costa Filho;29/SCGC;29/01/2016
Suboficial QSS BMA;Samuel Paulino da Silva;58/SC;40953
Segundo-Sargento;Samuel Rodrigues de Sousa;19/SCGC;44207
Cabo BMA;Samuel Rubens Gomes de Souza Silva;2/SCGC;43836
Primeiro-Sargento QSS SAD;Samuel Santos de Loiola;107/SC;39869
Suboficial QSS SDE;Samuel Santos de Macedo;160/SCC;34409
Subtenente de Engenharia;Sanclé Pereira dos Santos;189/SC;41312
Suboficial QSS BEP;Sander José da Silva Roque;130/SCGC;41673
Suboficial QSS BCO;Sandes de Almeida Moraes;98/SCC;35844
Suboficial QSS BEI;Sandoval Gregório da Silva;160/SCC;34409
Suboficial QSS SAD;Sandoval Luiz Barbosa;113/SCC;36584
Senhor;Sandoval Vieira da Silva;870/SCC;33592
Senhora;Sandra Andréia da Silva Santiago de Sousa;2/SCGC;43836
Senhora;Sandra Cristina Cunha Martins;29/SCGC;29/01/2016
Suboficial QFG SEF;Sandra do Socorro Costa e Silva;189/SC;41312
Senhora;Sandra Edna de Paula;113/SCC;36584
Senhora;Sandra Fernandes;2/SCGC;43836
Suboficial QFG SAD;Sandra Gama Antunes;189/SC;41312
Senhora;Sandra Helena França Gomes;107/SC;40234
Suboficial SAD;Sandra Lessa Guimarães;107/SC;40234
Senhora;Sandra Mara Gullo Chernicharo;086/SCC;30336
Senhora;Sandra Mara Stange Lambertucci;247/SC;38782
Senhora;Sandra Marçal dos Santos;81/SC;40581
Senhora;Sandra Marcy da Rocha Pinto;113/SCC;36584
Senhora;Sandra Maria Sandim Ferreira;051/SCC;34026
Suboficial QFG SAD;Sandra Maria Vieira Cavalcante;141/SC;37306
Senhora;Sandra Milena Ramirez Mercado;182/SCGC;42053
Suboficial QFG SAD;Sandra Olinda Martins;106/SC;39134
Senhora;Sandra Oliveira dos Santos;81/SC;40581
Senhora;Sandra Orengel do Couto;80/SC;39504
Primeiro-Sargento QSS SAD;Sandra Pinudo Carneiro;1.659/SCGC;42725
Senhora;Sandra Regina Antonio;161/SC;37673
Senhora;Sandra Regina Calixto Magalhães;58/SC;40953
Senhora;Sandra Regina de Siqueira;58/SC;40953
Senhora;Sandra Regina Pereira;107/SC;40234
Suboficial (AV-VN);Sandro Alberto Da Silva;1.659/SCGC;42725
Primeiro-Sargento BCT;Sandro Alves da Cova;107/SC;40234
Primeiro-Sargento QSS SGS;Sandro Aurélio Renno Martinez;1.659/SCGC;42725
Primeiro-Sargento BMA;Sandro Batista Pereira;19/SCGC;44207
Cabo QCB SAD;Sandro Cezar Caetano de Mattos;202/SC;38035
Terceiro-Sargento QE;Sandro Custódio da Silva;107/SC;40234
Suboficial QSS BMA;Sandro Da Rocha;1.659/SCGC;42725
Primeiro-Sargento QSS BET;Sandro da Silva Mazzei;2/SCGC;43836
Primeiro-Sargento QSS BMB;Sandro De Carvalho Viana;1.659/SCGC;42725
Suboficial (OS);Sandro de Freitas Gomes;2/SCGC;43836
Segundo-Sargento SGS;Sandro de Freitas Moysés;107/SC;40234
Subtenente de Infantaria;Sandro de Jesus Guimarães;6/SCGC;43108
Suboficial QSS BMA;Sandro de Souza Ferreira;10/SCGC;43475
Terceiro-Sargento QESA SAD;Sandro Dutra Magalhães;6/SCGC;43108
Primeiro-Sargento QSS SGS;Sandro Ferreira Pegas;29/SCGC;29/01/2016
Primeiro-Sargento QSS BMB;Sandro Gomes de Rezende;29/SCGC;29/01/2016
Primeiro-Sargento QSS BCT;Sandro Heleno de Oliveira Pinheiro;107/SC;39869
Primeiro-Sargento BCO;Sandro Jacobsen;107/SC;40234
Subtenente de Infantaria;Sandro Leomar de Oliveira Camargo;58/SC;40953
Primeiro-Sargento QSS BET;Sandro Lopes Portugal;182/SCGC;42053
Primeiro-Sargento BCO;Sandro Luiz de Lemos;80/SC;39504
Primeiro-Sargento SEF;Sandro Machado Ramos;107/SC;40234
Cabo QCB BSP;Sandro Marcelo Grossi;80/SC;39504
Suboficial QSS SMU;Sandro Marcelo Tavares;6/SCGC;43108
Primeiro-Sargento QSS SGS;Sandro Marcio Nunes de Carvalho;204/SC;38405
Suboficial QSS SEL;Sandro Mario dos Santos Albuquerque;130/SCGC;41673
Primeiro-Sargento QSS SGS;Sandro Mesquita Tavares;10/SCGC;43475
Suboficial QSS STP;Sandro Nathan Cabral de Araujo;130/SCGC;41673
Primeiro-Sargento QSS BMB;Sandro Olivio Maboni;1.659/SCGC;42725
Segundo-Sargento QSS SGS;Sandro Regis Menezes de Azevedo;189/SC;41312
Senhor;Sandro Ribeiro dos Santos;6/SCGC;43108
Primeiro-Sargento QTA TAR;Sandro Roberto Almeida Santos;1.659/SCGC;42725
Suboficial QSS SEF;Sandro Rogerio Gonzaga Martins;29/SCGC;29/01/2016
Suboficial QSS BSP;Sandro Rogerio Melo de Abreu;182/SCGC;42053
Suboficial BCO;Sandro Silva dos Santos;107/SC;40234
Suboficial QSS SDE;Sandro Souza da Cunha;2/SCGC;43836
Suboficial QSS BCO;Sandro Valerio Silva de Lucas;107/SC;39869
Suboficial QSS SAI;Sandro Vieira Fernandes;58/SC;40953
Primeiro-Sargento QSS BEV;Sandro Werneck De Almeida;1.659/SCGC;42725
Suboficial QSS SGS;Sanj Aumon Vasconcellos;58/SC;40953
Suboficial QSS BEI;Sansão Furtado Leal;141/SC;37306
Terceiro-Sargento QSS SDE;Santiago Moraes Moreira;182/SCGC;42053
Senhora;Santilia Bento da Silva;870/SCC;33592
Senhora;Santina Bisazio;841/SCC;32478
Cabo QCB SGS;Santo Lala de Sousa;160/SCC;34409
Senhor;Santo Maganha;047/SCC;29606
Senhora;Sara Alcântara de Souza;1813/SCC;31036
Terceiro-Sargento QSCON TES;Sarah De Oliveira Nikitin;1.659/SCGC;42725
Taifeiro-Mor QTA TCO;Sátiro Bispo dos Santos;047/SCC;29606
Suboficial QSS BET;Satiro Shimizu;870/SCC;33592
Suboficial QSS SAD;Satoshi Uchiya;116/SCC;30701
Primeiro-Sargento QSS SEF;Saturnino Joukoski;086/SCC;30336
Terceiro-Sargento QESA SAD;Saul Amazonas de Lima;160/SCC;34409
Suboficial QSS BMA;Saul Fabra;247/SC;38782
Suboficial QSS BCT;Saul Nei Rodrigues;870/SCC;33592
Senhor;Saulo Anaia Couto;98/SCC;35844
Capitão;Saulo Carlos Cabral Ramos;160/SCC;34409
Primeiro-Sargento QSS SAD;Saulo de Freitas Duarte;1057/SCC;31401
Terceiro-Sargento QESA SEM;Saulo de Oliveira Nunes;051/SCC;34026
Taifeiro-Mor QTA TAR;Saulo José Pereira;160/SCC;34409
Suboficial QSS SMU;Saulo Mendes Sirqueira;58/SC;40953
Segundo-Sargento QSS SAD;Saulo Rodrigues de Azevedo;29/SCGC;29/01/2016
Segundo-Sargento QSS SGS;Saulo Trindade Schmitt;2/SCGC;43836
Suboficial QSS BCT;Saviamar Antonio de Oliveira;29/SCGC;29/01/2016
Primeiro-Sargento QSS BET;Schynayder Vaz Costa;189/SC;41312
Cabo QCB SEM;Sebastião Acelino da Silva;193/SCC;34750
Suboficial QSS SEM;Sebastião Alberto Torres;1057/SCC;31401
Terceiro-Sargento QSS SAD;Sebastião Almeida Sales;047/SCC;29606
Suboficial QSS SGS;Sebastião Alves Dias;141/SC;37306
Primeiro-Sargento QSS BMA;Sebastião Alves Ferreira;1.659/SCGC;42725
Cabo QCB SAD;Sebastião Amilton Soares Teixeira;113/SC;36944
Senhor;Sebastião Angelo Lançoni;048/SCC;35082
Suboficial QSS SAD;Sebastião Antônio Barboza;1813/SCC;31036
Taifeiro-Mor QTA TAR;Sebastião Antônio dos Santos;1172/SCC;32126
Cabo QCB SEM;Sebastião Aparecido de Abreu;160/SCC;34409
Cabo QCB BSP;Sebastião Aparecido Inácio;113/SC;36944
Cabo SEM;Sebastião Aparício Gomes;2/SCGC;43836
Senhor;Sebastião Augusto dos Santos;092/SCC;29971
Suboficial QSS BSP;Sebastião Augusto Pinto;051/SCC;34026
Taifeiro-Mor QTA TAR;Sebastião Bacil;870/SCC;33592
Suboficial QSS SAD;Sebastião Barbosa;110/SCC;29248
Primeiro-Sargento QSS SDE;Sebastião Barbosa da Silva Júnior;931/SCC;32854
Segundo-Sargento SGS;Sebastião Barroso de Almeida Junior;107/SC;40234
Suboficial QSS SAD;Sebastião Bastos Filho ;107/SC;39869
Senhor;Sebastião Brandão das Mercês;130/SCGC;41673
Taifeiro-Mor QTA TCO;Sebastião Brayner do Nascimento;091/SCC;29240
Primeiro-Sargento QSS BEP;Sebastião Caetano Borges;1813/SCC;31036
Primeiro-Sargento QSS SEM;Sebastião Carlos da Conceição Sobrinho;160/SCC;34409
Primeiro-Tenente QOEA ANV ;Sebastião Carlos de Sena;841/SCC;32478
Terceiro-Sargento QESA SGS;Sebastião Carlos do Carmo;141/SC;37306
Suboficial QSS BFT;Sebastião Carlos Ferreira;100/SCC;35481
Primeiro-Tenente QOEA COM;Sebastião Cezar Monsores Furtado;100/SCC;35481
Suboficial QSS SEL;Sebastião Claro da Silva;107/SC;39869
Suboficial QSS BCO;Sebastião Clemente Pires;870/SCC;33592
Senhor;Sebastião Coelho do Nascimento;870/SCC;33592
Suboficial QSS BMA;Sebastião Conceição Sibelino;870/SCC;33592
Suboficial QSS SAD;Sebastião Costa do Nascimento;1194/SCC;31761
Taifeiro de Segunda Classe QTA TCO;Sebastião Custódio da Silva;047/SCC;29606
Terceiro-Sargento QSS SAD;Sebastião da Conceição;161/SC;37673
Cabo QCB SGS;Sebastião da Cunha Pereira;90/SCC;36213
Suboficial STP;Sebastião D'assunção Benedito;107/SC;40234
Suboficial QSS BCO;Sebastião de Lima Rocha;1194/SCC;31761
Suboficial QSS BMA;Sebastião de Moura Silva;968-A/SCC;33221
Suboficial QSS SAD;Sebastião de Souza Matos;141/SC;37306
Cabo QCB SGS;Sebastião de Souza Procópio;160/SCC;34409
Primeiro-Sargento QSS BMT;Sebastião Diamantino;116/SCC;30701
Taifeiro-Mor QTA TAR;Sebastião dos Reis Oliveira;870/SCC;33592
Senhor;Sebastião dos Reis Vieira;110/SCC;29248
Suboficial QSS SEM;Sebastião Eugenio Ribeiro;193/SCC;34750
Taifeiro-Mor QTA TBA;Sebastião Eugênio Saulino;968-A/SCC;33221
Primeiro-Sargento QTA TAR;Sebastião Fernandes de Sa;189/SC;41312
Suboficial QSS SGS;Sebastião Fernandes Gurgel;092/SCC;29971
Taifeiro de Primeira Classe QTA TAR;Sebastião Ferreira;1057/SCC;31401
Senhor;Sebastião Ferreira de Lima;1172/SCC;32126
Suboficial SEF;Sebastião Ferreira de Sales;81/SC;40581
Suboficial BMA;Sebastião Figueiredo Junior;81/SC;40581
Terceiro-Sargento QESA SAD;Sebastião Florencio de Souza;107/SC;39869
Senhor;Sebastião Florentino Fernandes;160/SCC;34409
Primeiro-Sargento QSS BMA;Sebastião Fonseca Barros;193/SCC;34750
Suboficial QSS SOB;Sebastião Francisco Ramos de Souza;048/SCC;35082
Suboficial QSS SML;Sebastião Gomes da Silva;047/SCC;29606
Suboficial QSS BMA;Sebastião Gomes de Abreu;98/SCC;35844
Suboficial QSS BMA;Sebastião Guedes de Moura;193/SCC;34750
Suboficial QSS BCO;Sebastião Henrique dos Santos;051/SCC;34026
Cabo QCB SGS;Sebastião Hideyo Matsutacke;160/SCC;34409
Terceiro-Sargento QESA SAD;Sebastião Jorge Menezes Chaves;247/SC;38782
Senhor;Sebastião Jorge Moysés;047/SCC;29606
Senhor;Sebastião José Bento;870/SCC;33592
Suboficial QSS SOB;Sebastião José de Magalhães;1813/SCC;31036
Senhor;Sebastião Lago da Silva;051/SCC;34026
Senhor;Sebastião Lemos de Toledo;968-A/SCC;33221
Senhor;Sebastião Leopoldino do Nascimento;116/SCC;30701
Senhor;Sebastião Lopes;1194/SCC;31761
Primeiro-Sargento QSS SAD;Sebastião Lorena de Lima;160/SCC;34409
Suboficial QSS BET;Sebastião Manoel Pimentel;048/SCC;35082
Primeiro-Sargento SGS;Sebastião Marcos Bento de Lima;81/SC;40581
Capitão QOEA ;Sebastião Mathias de Paula;202/SC;38035
Suboficial QSS BSP;Sebastião Mauro Silva;58/SC;40953
Primeiro-Sargento BMA;Sebastião Monteiro Amaral;80/SC;39504
Suboficial QSS SDE;Sebastião Nelson da Cruz;091/SCC;29240
Senhor;Sebastião Oliveira dos Santos;19/SCGC;44207
Taifeiro de Segunda Classe QTA TVA;Sebastião Pecly;1057/SCC;31401
Senhor;Sebastião Pereira Cordeiro Filho;100/SCC;35481
Taifeiro-Mor QTA TCO;Sebastião Pereira da Silva;931/SCC;32854
Primeiro-Sargento QSS SAD;Sebastião Pereira Martins;092/SCC;29971
Suboficial QSS BMA;Sebastião Pereira Porfíro;1172/SCC;32126
Primeiro-Sargento QSS SGS;Sebastião Pires de Oliveira;931/SCC;32854
Suboficial QSS BSP;Sebastião Rafael Damasceno;116/SCC;30701
Suboficial QSS BCT;Sebastião Ramos da Silva;204/SC;38405
Senhor;Sebastião Ribeiro da Silva;113/SC;36944
Suboficial QSS SML;Sebastião Ribeiro da Silva Filho;106/SC;39134
Senhor;Sebastiao Ricardino de Oliveira;189/SC;41312
Terceiro-Sargento SAD;Sebastião Rodrigues da Cruz;107/SC;40234
Suboficial QSS BCT;Sebastião Rosa da Silva;113/SC;36944
Cabo QCB SAD;Sebastião Rosimar de Oliveira;051/SCC;34026
Suboficial QSS BMA;Sebastião Salgado de Oliveira;1057/SCC;31401
Major QOEARM;Sebastião Santi de Souza;870/SCC;33592
Cabo QCB BMA;Sebastião Silva de Oliveira;113/SC;36944
Primeiro-Tenente QOEA;Sebastião Soares Madeira;092/SCC;29971
Suboficial QSS BET;Sebastião Veiga Gonçalves;107/SC;39869
Segundo-Tenente QOEA;Sebastião Vicente de Andrade;870/SCC;33592
Suboficial QSS SGS;Sebastião Vieira Febrônio;870/SCC;33592
Suboficial QSS SPV;Sebastião Virgínio Filho;10/SCGC;43475
Suboficial QSS BMA;Sebastião Xavier de Oliveira;048/SCC;35082
Taifeiro de Segunda Classe QTA TVA;Sebastião Zerbinato Martins;841/SCC;32478
Técnico 3ª;Secundo Ezequiel Campos Carrera;182/SCGC;42053
Suboficial Primeiro;Segundo Julio Mendieta Bermeo (Equador);10/SCGC;43475
Suboficial;Segundo Manuel Maliqueo Hueralao;182/SCGC;42053
Capitão QOEA SVA;Selma de Souza Silva Guimarães;98/SCC;35844
Senhora;Selma Duarte Carneiro Manoel;113/SCC;36584
Senhora;Selma Maria Souza Santos;130/SCGC;41673
Suboficial QSS BMA;Semião Claudio da Silva;58/SC;40953
Senhora;Semiramis Aniceto Ribeiro;107/SC;39869
Senhora;Sênia Soares Farias;113/SC;36944
Primeiro-Sargento QSS BMA;Senildo José De Souza;1.659/SCGC;42725
Suboficial QSS BFT;Senio Vidal de Carvalho;107/SC;39869
Segundo-Sargento SAD;Serafim de Oliveira Machado;107/SC;40234
Taifeiro de Primeira Classe QTA TBA;Serapião Alves Pinto;841/SCC;32478
Segundo-Sargento QSS SDE;Sergey Sena da Rocha;29/SCGC;29/01/2016
Senhora;Sérgia Cândida de Jesus Machado;051/SCC;34026
Suboficial QSS BSP;Sérgio Abel Pereira da Silva;202/SC;38035
Suboficial QSS SGS;Sérgio Adonis Winter;092/SCC;29971
Primeiro-Sargento QSS SAD;Sérgio Albino de Miranda;116/SCC;30701
Cabo QCB SEM;Sérgio Alencar da Silva;161/SC;37673
Suboficial QSS SAD;Sergio Alessandro Pessôa;182/SCGC;42053
Primeiro-Sargento QSS SPV;Sergio Alexandre da Silva Freitas;58/SC;40953
Major QOEFOT;Sergio Alexandre Saloio Alves;160/SCC;34409
Suboficial BMA;Sérgio Almeida da Silva;98/SCC;35844
Suboficial QSS BEI;Sérgio Alves Bonfim;048/SCC;35082
Segundo-Sargento QSS SMU;Sérgio Alves Chaves;116/SCC;30701
Suboficial QSS BCO;Sérgio Alves de Andrade;841/SCC;32478
Primeiro-Sargento QSS SOB;Sérgio Alves Pinheiro;051/SCC;34026
Suboficial QSS SOB;Sérgio Andrade da Silva;1057/SCC;31401
Primeiro-Sargento QSS SAD;Sergio Andre Almeida Lopes;113/SC;36944
Soldado BM (MT);Sergio André Spinardi Gonçalves;107/SC;40234
Suboficial QSS BMA;Sérgio Antônio Amaro;092/SCC;29971
Suboficial QSS BMA;Sergio Antonio Duarte;10/SCGC;43475
Senhor;Sérgio Antônio Meira da Silva;1194/SCC;31761
Suboficial QSS BFT;Sérgio Antônio Oliveira Ramos;130/SCGC;41673
Segundo-Sargento QSS BSP;Sérgio Aparecido da Silva;90/SCC;36213
Senhor;Sérgio Aparecido Pires;160/SCC;34409
Taifeiro de Primeira Classe QTA TCO;Sérgio Arantes Fortunato;870/SCC;33592
Primeiro-Sargento QSS BSP;Sergio Araujo de Melo;29/SCGC;29/01/2016
Primeiro-Sargento QSS BMA;Sergio Araujo dos Santos Correa;6/SCGC;43108
Suboficial QSS BET;Sérgio Assis Nascimento da Silva;113/SC;36944
Suboficial QSS SDE;Sérgio Assunção Pantoja;1813/SCC;31036
Suboficial QSS BCT;Sérgio Augusto Baral;051/SCC;34026
Suboficial QSS SGS;Sergio Augusto da Guia;29/SCGC;29/01/2016
Senhor;Sérgio Augusto Guidugli;80/SC;39504
Suboficial QSS BSP;Sérgio Augusto Pinto;051/SCC;34026
Suboficial QSS BMA;Sérgio Augusto Torga;047/SCC;29606
Suboficial (FN-IF);Sérgio Bacil Filho ;29/SCGC;29/01/2016
Suboficial QSS BCO;Sergio Baltar Fandino;107/SC;39869
Primeiro-Sargento QSS SAD;Sergio Baptista dos Santos;58/SC;40953
Primeiro-Sargento QSS SAD;Sérgio Barbosa Côrtes;204/SC;38405
Segundo-Sargento QSS BEP;Sergio Barboza Menezes;048/SCC;35082
Suboficial QSS SPV;Sergio Barros dos Santos;202/SC;38035
Segundo-Tenente QOEA COM;Sérgio Bastos Augusto;113/SC;36944
Suboficial QSS BMA;Sérgio Bastos Pires;202/SC;38035
Suboficial QSS SEF;Sérgio Bertolini;1194/SCC;31761
Senhor;Sergio Bueno Gomes;2/SCGC;43836
Suboficial QSS BET;Sergio Caetano Junior;182/SCGC;42053
Primeiro-Sargento QSS SAD;Sergio Cardoso Rezende;106/SC;39134
Suboficial BMA;Sergio Carlos dos Santos;81/SC;40581
