QUALIFICAÇÃO;NOME;PORTARIA;DATA
Suboficial QSS BEV;Antônio Pequeno Almeida de Souza;107/SC;39869
Suboficial QSS SEM;Antônio Pereira da Costa;98/SCC;35844
Suboficial QSS SEL;Antônio Pereira de Araújo;1194/SCC;31761
Suboficial QSS BMT;Antônio Pereira de Figueiredo;931/SCC;32854
Terceiro-Sargento QE;Antonio Pereira de Sousa;81/SC;40581
Suboficial QSS BET;Antonio Pereira Jardim;193/SCC;34750
Segundo-Sargento QSS SGS;Antônio Pereira Marcondes;204/SC;38405
Suboficial QSS BCO;Antônio Pessete;870/SCC;33592
Senhor;Antônio Pinheiro de Carvalho;202/SC;38035
Suboficial QSS SEF;Antônio Pinheiro de Lima;107/SC;39869
Primeiro-Sargento QSS SEL;Antônio Pontes Távora;1057/SCC;31401
Primeiro-Sargento QSS BCO;Antônio Porfírio da Silva;1172/SCC;32126
Primeiro-Sargento QSS SMU;Antonio Praxedes do Nascimento Filho;182/SCGC;42053
Senhor;Antônio Previto;1194/SCC;31761
Senhor;Antônio Rabelo de Araújo;086/SCC;30336
Suboficial QSS BMA;Antônio Rabelo Freire;092/SCC;29971
Taifeiro-Mor QTA TAR;Antonio Raimundo Severiano;870/SCC;33592
Suboficial QSS BEP;Antônio Ramos Lutif;931/SCC;32854
Suboficial BMA;Antonio Renato Vale Ferreira ;80/SC;39504
EX-Suboficial da FAB;Antônio Rezende Neiva Júnior;1172/SCC;32126
Senhor;Antônio Ribeiro de Rezende Neto;58/SC;40953
Senhor;Antônio Ribeiro do Amaral;1172/SCC;32126
Suboficial QSS SAD;Antônio Ribeiro dos Santos;113/SC;36944
Suboficial QSS  BCT;Antonio Ricardo Carvalho de Souza Silva;113/SCC;36584
Segundo-Sargento QSS SAD;Antônio Roberto da Fonseca Nishio;90/SCC;36213
Terceiro-Sargento QESA BMA;Antonio Roberto dos Santos;58/SC;40953
Terceiro-Sargento QESA BEI;Antonio Roberto Lopes dos Santos;160/SCC;34409
Suboficial QSS BEI;Antonio Roberto Ruzene;870/SCC;33592
Primeiro-Sargento BCO;Antonio Roberto Silva;80/SC;39504
Suboficial QSS BMA;Antônio Roberto Varga;113/SC;36944
Taifeiro-Mor QTA TAR;Antônio Rocha Lima;1813/SCC;31036
Suboficial QSS BCT;Antonio Rodrigues;98/SCC;35844
Tenente-Coronel QOEAV;Antônio Rodrigues da Silva;931/SCC;32854
Primeiro-Tenente QOEA SVE;Antonio Rodrigues de Faria;80/SC;39504
Terceiro-Sargento TAR;Antonio Rodrigues de Medeiros;80/SC;39504
Suboficial QSS BMB;Antonio Rodrigues de Moraes;1172/SCC;32126
Suboficial QSS ;Antônio Rodrigues de Oliveira;247/SC;38782
Primeiro-Tenente QOEA ;Antonio Rodrigues Lima;247/SC;38782
Suboficial QSS SDE;Antônio Rodrigues Ribeiro;1194/SCC;31761
Suboficial QSS BMT;Antônio Rogério Pessoa Monteiro;047/SCC;29606
Suboficial QSS SAD;Antônio Romano Pucciariello;870/SCC;33592
Segundo-Sargento QSS SEM;Antonio Rui Correia Lima;29/SCGC;29/01/2016
Primeiro-Sargento QSS SAD;Antônio Rui de Moraes;1057/SCC;31401
Suboficial QSS BET;Antonio Sá Araújo Filho;968-A/SCC;33221
Primeiro-Sargento (Mar);Antônio Santos;931/SCC;32854
Primeiro-Sargento QSS SAI;Antônio Santos Pinheiro;113/SCC;36584
Suboficial QSS BMT;Antonio Santos Ribeiro;10/SCGC;43475
Taifeiro de Primeira Classe QTA TAR;Antonio Scabora Sobrinho;870/SCC;33592
Suboficial BMA;Antônio Sérgio Accioly de Almeida;19/SCGC;44207
Suboficial BSP;Antonio Sergio Almeida da Fonseca;80/SC;39504
Primeiro-Sargento QSS SEL;Antônio Sérgio Alves de Oliveira;1194/SCC;31761
Suboficial QSS SGS;Antonio Sergio Carneiro;870/SCC;33592
Terceiro-Sargento QTA TCO;Antonio Sérgio de Faria;113/SCC;36584
Suboficial QSS BET;Antonio Sergio dos Santos;100/SCC;35481
Suboficial QSS BSP;Antonio Sergio Honorio Costa;182/SCGC;42053
Segundo-Sargento QSS BCO;Antônio Sérgio Maria da Silva;841/SCC;32478
Primeiro-Sargento QSS SAD;Antonio Silva Cruz Filho;1.659/SCGC;42725
Suboficial QSS BMA;Antonio Silvio Gonçalves;80/SC;39504
Suboficial QSS BMA;Antônio Simião Rodrigues;161/SC;37673
Suboficial QSS BMB;Antônio Soares da Rocha;202/SC;38035
Taifeiro-Mor QTA TCO;Antonio Soares da Silva;931/SCC;32854
Cabo QCB BSP;Antônio Souza Alves;113/SC;36944
Terceiro-Sargento QC (AL);Antônio Souza dos Anjos;047/SCC;29606
Terceiro-Sargento QSS STA;Antônio Tabosa de Souza Oliveira;086/SCC;30336
Taifeiro de Segunda Classe QTA TAR;Antônio Titonelli;047/SCC;29606
Primeiro-Sargento QSS BMA;Antônio Tolentino Alvares Neto;051/SCC;34026
Primeiro-Tenente QOEA;Antonio Ubiratan de Souza;841/SCC;32478
Suboficial QSS BMA;Antonio Uilson da Silva Carvalho;58/SC;40953
Soldado de Primeira Classe SDE;Antônio Valbênio de França;1057/SCC;31401
Suboficial QSS BMA;Antônio Valdemir Chaves;141/SC;37306
Suboficial QSS BEI;Antonio Valdo Alves Campos ;107/SC;39869
Segundo-Sargento QSS STO;Antonio Vanderlan Gomes Alcanfor;58/SC;40953
Primeiro-Sargento QSS SAD;Antonio Vando de Carvalho;841/SCC;32478
Primeiro-Sargento QSS SGS;Antônio Veríssimo de Medeiros;051/SCC;34026
Primeiro-Tenente QOEAV;Antonio Verissimo Duarte Neto;870/SCC;33592
Suboficial QSS SAD;Antônio Viana da Rocha;092/SCC;29971
Primeiro-Sargento QSS SAD;Antônio Viana de Azevedo;086/SCC;30336
Suboficial QSS BSP;Antônio Vicente da Silva Tavares;202/SC;38035
Terceiro-Sargento QTA TCO;Antônio Vicente dos Santos;161/SC;37673
Suboficial QSS BMA;Antônio Vieira de Lima;1172/SCC;32126
Segundo-Tenente QOEA;Antônio Vieira de Paula;091/SCC;29240
Suboficial QSS BET;Antônio Vieira Machado;968-A/SCC;33221
Primeiro-Sargento QSS SAD;Antônio Vila Nova;1057/SCC;31401
Suboficial QSS BMB;Antonio Vilberto Rodrigues da Cruz;107/SC;39869
Suboficial QSS BEI;Antônio Vital da Silva Filho;90/SCC;36213
Suboficial QSS SAD;Antônio Wagner Alves;141/SC;37306
Terceiro-Sargento QTA TAR;Antonio Waldemar Britto da Costa;051/SCC;34026
Senhor;Antônio Xavier da Cunha;1813/SCC;31036
Terceiro-Sargento QC (EF);Antônio Xavier de Paiva;086/SCC;30336
Primeiro-Sargento BMA;Antonio Zanatta Neto;19/SCGC;44207
Suboficial QSS BEI;Antorildo Sebastião Rosa;931/SCC;32854
Capitão QOEA MET;Antovila Lima da Silva;113/SCC;36584
Suboficial ;Antranik Cassapian;116/SCC;30701
Senhora;Aparecida de Fátima Vilas Bôas Silva;58/SC;40953
Senhora;Aparecida Machado Sória;086/SCC;30336
Senhora;Aparecida Rodrigues Ferreira;189/SC;41312
Suboficial BMA;Aparecido Arantes de Faria;107/SC;40234
Suboficial QSS BET;Aparecido Ferreira Batista;90/SCC;36213
Cabo QCB BSP;Aparecido Lira de Lima;58/SC;40953
Senhor;Aparecido Marques;113/SCC;36584
Primeiro-Sargento QSS BSP;Aparecido Nélio Ramires;086/SCC;30336
Suboficial QSS BCT;Aparecido Nunes;113/SCC;36584
Suboficial QSS BEI;Aparecido Pestana;051/SCC;34026
Suboficial QSS STO;Aparecido Toshio Kinoshita;107/SC;39869
Primeiro-Tenente QOEA;Apparecido do Prado;116/SCC;30701
Terceiro-Sargento;Aquibaldo Sanches Fraga;106/SC;39134
Suboficial QSS BMA;Aquiles Mateus Lopes;113/SCC;36584
Senhora;Araceli Acosta Milanez;6/SCGC;43108
Suboficial QSS BFT;Arair de Freitas Azambuja;048/SCC;35082
Primeiro-Sargento BMA;Aramis Muniz de Carvalho Junior;107/SC;40234
Suboficial QSS SOB;Arão Ribeiro de Barros;113/SCC;36584
Primeiro-Sargento QSS BEP;Arão Vilella;047/SCC;29606
Suboficial QSS BMB;Araripe Leandro Neves;1813/SCC;31036
Suboficial QSS BCT;Aratangy Antunes da Rocha;1194/SCC;31761
Primeiro-Sargento QSS BCT;Arcanjo Floriano de Siqueira;107/SC;39869
Subtenente de Artilharia;Arceli Pedrozo de Oliveira;182/SCGC;42053
Senhor;Arceu João Guiguer;1813/SCC;31036
Suboficial BCT;Ardan Fortuna Vaz;80/SC;39504
Senhor;Arenor Costa Amorim;98/SCC;35844
Primeiro-Tenente QOEA;Argemiro Mathias;116/SCC;30701
Senhor;Argino Constâncio dos Santos;086/SCC;30336
Senhor;Argino Lopes Monteiro;047/SCC;29606
Segundo-Tenente QOEA GDS;Argonauto Souza dos Anjos;247/SC;38782
Senhor;Ari Barbosa;189/SC;41312
Primeiro-Tenente QOEA;Ari Cunha Jordão;1057/SCC;31401
Capitão QOEA Anv ;Ari de Siqueira;113/SCC;36584
Suboficial QSS BCT;Ari do Valle Santos;58/SC;40953
Senhor;Ari Jorge Passos;161/SC;37673
Suboficial QSS SAD;Ari Martins de Sousa;204/SC;38405
Suboficial QSS BCO;Ari Ponciano Durão;047/SCC;29606
Segundo-Sargento SAD;Ariane dos Santos Fernandes;19/SCGC;44207
Suboficial QSS SEM;Aribaldo Pereira das Neves;1172/SCC;32126
Suboficial Mayor;Ariel Irigaray;107/SC;40234
Primeiro-Sargento QSS SDE;Arijackson Dias Davi;202/SC;38035
Primeiro-Sargento QSS BMA;Arildo Antônio Berto;092/SCC;29971
Suboficial;Arildo da Silva Braga;1057/SCC;31401
Terceiro-Sargento BMB;Arilson Bento Vieira;19/SCGC;44207
Suboficial (CN) ;Arilson Montel Martins ;29/SCGC;29/01/2016
Suboficial ;Arilton Alves Ferreira;81/SC;40581
Suboficial QSS BSP;Arilton Fernandes Silva;870/SCC;33592
Suboficial QSS SMU;Ariobaldo de Oliveira e Silva;051/SCC;34026
Suboficial QSS BSP;Ariosvaldo de Lima Carvalho;161/SC;37673
Suboficial QSS BMA;Ariosvaldo Duarte;98/SCC;35844
Primeiro-Sargento QSS BCO;Ariovaldo Castro Braga;092/SCC;29971
Senhor;Ariovaldo Gonçalves de Assis;113/SCC;36584
Primeiro-Sargento QSS SEM;Ariovaldo Marino Duarte;116/SCC;30701
Primeiro-Sargento QSS BMA;Ariovaldo Teixeira Braga;113/SCC;36584
Suboficial BMA;Ariovaldo Volpato;81/SC;40581
Suboficial QSS BSP;Arismaldo de Moraes;841/SCC;32478
Senhor;Arismeu Pimentel de Medeiros;1813/SCC;31036
Suboficial QSS BCT;Aristeu Cassio Bitarães;189/SC;41312
Senhor;Aristeu José Alves;58/SC;40953
Senhor;Aristides Fonseca;841/SCC;32478
Senhor;Aristides Pedro Nicolas Zambrano Napa;81/SC;40581
Suboficial QSS BCT;Aristides Vieira Carpenter;161/SC;37673
Primeiro-Sargento QSS SMU;Arisvaldo Assunção Leite;130/SCGC;41673
Terceiro-Sargento QC (DT);Arivaldo Fernandes Santana;047/SCC;29606
Capitão QOEA SVM;Arivanaldo Dantas de Medeiros;141/SC;37306
Senhora;Arizete Marins Rockemback;1194/SCC;31761
Suboficial SAD;Arlete da Cunha;81/SC;40581
Senhora;Arlete Maria Ribeiro;130/SCGC;41673
Terceiro-Sargento QC (EF);Arleth Matheus Lopes;091/SCC;29240
Primeiro-Sargento QSS BCT;Arley Cunha da Silva;047/SCC;29606
Senhor;Arley Machado;98/SCC;35844
Suboficial SEM;Arley Pedro Marinho Neves;107/SC;40234
Suboficial QSS BEI;Arli Cunha Ribeiro;870/SCC;33592
Terceiro-Sargento QC (DT);Arlindo Alves do Nascimento;047/SCC;29606
Suboficial QSS SAD;Arlindo Barbosa da Silva;116/SCC;30701
Senhor;Arlindo Coelho Alves;1172/SCC;32126
Suboficial QSS SOB;Arlindo da Costa Vieira;092/SCC;29971
Primeiro-Sargento QSS SEF;Arlindo da Silva;1813/SCC;31036
Primeiro-Sargento QSS SGS;Arlindo da Silva;931/SCC;32854
Senhor;Arlindo dos Santos;841/SCC;32478
Suboficial QSS BET;Arlindo Ferreira Junior;204/SC;38405
Suboficial BEP;Arlindo Gomes da Costa Junior;80/SC;39504
Segundo-Sargento SAD;Arlindo Pereira da Rocha;107/SC;40234
Suboficial QSS BMA;Arlindo Pereira da Silva;1057/SCC;31401
Suboficial QSS SEL;Arlindo Sebastião Quirino;193/SCC;34750
Suboficial;Arlindo Tavares Otero Filho;130/SCGC;41673
Terceiro-Sargento QESA SAD;Arlindo Trajano da Silva;100/SCC;35481
Suboficial QSS BCO;Arly Gomes da Silva;086/SCC;30336
Suboficial STO;Armandina de Souza;107/SC;40234
Suboficial QSS BSP;Armando Antocheves de Lima;202/SC;38035
Suboficial QSS BMA;Armando Antunes;047/SCC;29606
Suboficial QSS BMB;Armando Balog;092/SCC;29971
Suboficial QSS BEI;Armando Batista da Cruz;116/SCC;30701
Capitão QOEA COM;Armando Borges de Martines;113/SCC;36584
Suboficial QSS SEL;Armando Corrêa de Azeredo;1194/SCC;31761
Major QOEARM;Armando da Rocha Pereira;160/SCC;34409
Suboficial QSS SEM;Armando de Araújo Cardoso;086/SCC;30336
Senhor;Armando de Figueiredo;091/SCC;29240
Suboficial QSS BMB;Armando Doico;160/SCC;34409
Suboficial QSS BMA;Armando Ferreira da Silva;086/SCC;30336
Senhor;Armando Gaspar Dias Filho;091/SCC;29240
Primeiro-Sargento (Ex);Armando Gomes da Silva Filho;160/SCC;34409
Senhor;Armando Gomes dos Santos;051/SCC;34026
Suboficial QSS SGS;Armando Leão Teixeira;80/SC;39504
Primeiro-Sargento BET;Armando Luiz de Almeida Junior;107/SC;40234
Suboficial QSS BFT;Armando Luiz de Souza Guimarães;189/SC;41312
Terceiro-Sargento;Armando Luiz Romeiro Vargas;81/SC;40581
Suboficial QSS BEI;Armando Machado Nogueira;189/SC;41312
Primeiro-Sargento QSS BCO;Armando Martines;051/SCC;34026
Senhor;Armando Mendes dos Santos;841/SCC;32478
Senhor;Armando Nascimento dos Santos;116/SCC;30701
Primeiro-Sargento QSS SAI;Armando Nunes da Silva;10/SCGC;43475
Suboficial QSS BMA;Armando Pereira Lopes;100/SCC;35481
Capitão QOEA;Armando Pereira Sarmento;1057/SCC;31401
Segundo-Sargento QSS SGS;Armando Pereira Simões;202/SC;38035
Suboficial QSS BET;Armando Platenik;100/SCC;35481
Suboficial QSS BEP;Armando Ribamar Moreira dos Santos;130/SCGC;41673
Cabo QCB SAD;Armando Ribeiro Cosinha;100/SCC;35481
Suboficial QSS SGS;Armando Soares;107/SC;39869
Segundo-Sargento QSS BCO;Armando Teixeira de Santana Filho;968-A/SCC;33221
Capitão QOEA;Armênio Antônio Gomes;841/SCC;32478
Primeiro-Sargento QSS SEL;Armeniz do Valle Pinto;6/SCGC;43108
Senhora;Arminda do Val Pereira;047/SCC;29606
Suboficial QSS BMA;Armindo Buhler;202/SC;38035
Senhor;Armindo da Silva Pena;047/SCC;29606
Suboficial QSS BCT;Armindo de Brito Santos;931/SCC;32854
Suboficial QSS SGS;Armindo Tavares de Pinho;086/SCC;30336
Cabo QCB SGS;Armínio Manoel Cansanção Prestes Filho;204/SC;38405
Taifeiro-Mor QTA;Arnaldo Andrade de Souza;870/SCC;33592
Senhor;Arnaldo Aparecido Anastácio Batista;189/SC;41312
Cabo QCB SEM;Arnaldo Barifouse Ramada;160/SCC;34409
Suboficial QSS BEP;Arnaldo Batista de Barros;29/SCGC;29/01/2016
Capitão;Arnaldo Bezerra de Miranda;968-A/SCC;33221
Taifeiro-Mor QTA TAR;Arnaldo da Costa Farias;841/SCC;32478
Suboficial QSS BET;Arnaldo da Penha Rosa;051/SCC;34026
Primeiro-Sargento QSS BMA;Arnaldo da Silva Amaral;29/SCGC;29/01/2016
Suboficial QSS BMA;Arnaldo de Andrade;092/SCC;29971
Senhor;Arnaldo Demartini Manzan;931/SCC;32854
Subtenente;Arnaldo Elpídio da Silva;968-A/SCC;33221
Suboficial QSS SAD;Arnaldo Ferreira de Rezende;247/SC;38782
Primeiro-Tenente QOEA;Arnaldo Franco;092/SCC;29971
Suboficial QSS BCT;Arnaldo José Passos Fontes;29/SCGC;29/01/2016
Segundo-Sargento QSS SAD;Arnaldo Martins de Mello;091/SCC;29240
Suboficial QSS BEV;Arnaldo Medeiros;98/SCC;35844
Suboficial QSS BEV;Arnaldo Muniz da Silva;90/SCC;36213
Terceiro-Sargento QSS SAD;Arnaldo Oliveira Maciel;6/SCGC;43108
Senhor;Arnaldo Pereira de Araújo;092/SCC;29971
Suboficial BCT;Arnaldo Roarelli Junior;80/SC;39504
Suboficial QSS SAD;Arnaldo Rodrigues Bastos;107/SC;39869
Suboficial QSS BCT;Arnaldo Saraiva Gandra;870/SCC;33592
Suboficial QSS SGS;Arnaldo Souto;29/SCGC;29/01/2016
Terceiro-Sargento QCB SAD;Arnaldo Veloso Rocha;2/SCGC;43836
Terceiro-Sargento;Arnaldo Xavier Gil;81/SC;40581
Suboficial QSS BCT;Arneide Fávero;1813/SCC;31036
Suboficial QSS SEL;Arno Celso Fleck;1813/SCC;31036
Primeiro-Sargento QSS SOB;Arno Francisco da Silva;1057/SCC;31401
Taifeiro de Primeira Classe QTA TCO;Arnóbio Alves Martins;968-A/SCC;33221
Suboficial QSS BCO;Arnoldo Osvaldo Barreto Guimarães;193/SCC;34750
Taifeiro de Primeira Classe QTA TVA;Arnon Rodrigues Rosa;1172/SCC;32126
Suboficial QSS BMA;Arodi Oliveira Tavares;051/SCC;34026
Senhor;Aroldo da Silva Dias;051/SCC;34026
Suboficial QSS BET;Aroldo de Araújo;113/SCC;36584
Cabo QCB SMU;Aroldo Leite Rigo;141/SC;37306
Suboficial QSS BCT;Aroldo Moraes da Silva Júnior;113/SCC;36584
Suboficial QSS BCT;Aroldo Soares da Costa Filho;113/SC;36944
Suboficial QSS BMB;Aroldo Ubaldo Pereira;048/SCC;35082
Suboficial (Paraguai);Arsênio Sanchez Ortiz;841/SCC;32478
Primeiro-Sargento QSS SMU;Artevil José Geraldi;1057/SCC;31401
Primeiro-Sargento QSS SMU;Arthur Araujo de Souza;80/SC;39504
Senhor;Arthur Augusto de Oliveira;841/SCC;32478
Primeiro-Sargento QSS SMU;Arthur de Souza Ponte;130/SCGC;41673
Suboficial QSS BSP;Arthur de Souza Rego;086/SCC;30336
Suboficial QSS BCO;Arthur Eduardo Paiva Dias de Sá;113/SC;36944
Primeiro-Sargento QSS SDE;Arthur Érico Janke;091/SCC;29240
Senhor;Arthur Falcao Freire Kronenberger;19/SCGC;44207
Suboficial QSS SOB;Arthur Frederico Ferreira;047/SCC;29606
Senhor;Arthur Gomes de Oliveira;931/SCC;32854
Suboficial QSS BMA;Arthur Henrique Nascimento Costa;161/SC;37673
Segundo-Sargento QSS SAD;Arthur Messeder de Carvalho;091/SCC;29240
Suboficial QSS SEM;Arthur Prudente Neto;086/SCC;30336
Senhor;Arthur Spinelli Filho;247/SC;38782
Terceiro-Sargento QESA SEM;Artino Gregório dos Santos;113/SC;36944
Segundo-Tenente QOEA;Artur dos Santos;051/SCC;34026
Terceiro-Sargento QESA SAD;Artur Gomes de Sousa;193/SCC;34750
Suboficial QSS BMA;Artur José Vidal Santos;182/SCGC;42053
Suboficial QSS BET;Artur Luiz da Cunha;870/SCC;33592
Segundo-Sargento QSS SEF;Artur Pereira dos Santos;870/SCC;33592
Cabo QCB BSP;Artur Raimundo Côrtes;160/SCC;34409
Técnico Segundo;Arturo Alonso Torres Carrasco;19/SCGC;44207
Primeiro-Sargento BCO;Arturo Argolo da Silva;81/SC;40581
Suboficial QSS SAD;Arturo Souto;160/SCC;34409
Senhor;Aruanã Pereira Marques;81/SC;40581
Taifeiro-Mor QTA TAR;Arvedo Paulino da Silva;968-A/SCC;33221
Suboficial QSS SAD;Ary Adilson de Souza Pinto;091/SCC;29240
Senhor;Ary Antonio Soares de Sant Anna;051/SCC;34026
Suboficial QSS BCO;Ary Barreiro;931/SCC;32854
Terceiro-Sargento QESA BMB;Ary de Assis Fontes;107/SC;39869
Primeiro-Sargento QSS SDE;Ary de Carvalho Ribeiro;116/SCC;30701
Senhor;Ary de Souza Rosa;047/SCC;29606
Suboficial QSS SEL;Ary Domingos da Silva Júnior;193/SCC;34750
Segundo-Sargento QSS SAD;Ary dos Santos Junior;107/SC;39869
Senhor;Ary Eugênio Genovezi;107/SC;39869
Cabo QCB SEM;Ary Figueiredo Rocha Filho;048/SCC;35082
Suboficial QSS SMU;Ary Santos da Silva;841/SCC;32478
Primeiro-Sargento QSS BET;Ascênio Dorival Benini;051/SCC;34026
Suboficial QSS BEI;Asdrubal Pereira Filho;160/SCC;34409
Capitão QOEA ANV;Asir Inácio Favero;98/SCC;35844
Suboficial QSS SEF;Assis Arfux;193/SCC;34750
Terceiro-Sargento SEL;Assuero Batista de Araújo;81/SC;40581
Primeiro-Sargento QSS SGS;Assunção da Silva Franco;110/SCC;29248
Senhor;Astor Ramos;968-A/SCC;33221
Primeiro-Tenente QOEA;Astrogildo José de Souza;047/SCC;29606
Suboficial QSS BMA;Ataíde Corsino Fontes;1194/SCC;31761
Segundo-Sargento SGS;Atanasio Luiz Pereira Sampaio Junior;81/SC;40581
Subtenente de Infantaria;Athayr Araujo Pereira Junior;2/SCGC;43836
Cabo QCB SMU;Athos Daniel da Rocha;107/SC;40234
Senhor;Átila Diniz da Silva Ramos;182/SCGC;42053
Senhor;Atila Lobs Fernandes;6/SCGC;43108
Primeiro-Tenente QOEA SIA;Atila Moreira da Costa;161/SC;37673
Suboficial QSS BCT;Atila Zischegg;841/SCC;32478
Primeiro-Sargento QSS SOB;Atilio Frizarin Neto;160/SCC;34409
Primeiro-Sargento QSS BFT;Audares Antônio Paulino Roman;931/SCC;32854
Senhor;Audemaro Vieira Cavalcanti;931/SCC;32854
Taifeiro-Mor QTA TAR;Audes Gomes Correa de Jesus;160/SCC;34409
Senhora;Audília Rodrigues Couto (África do Sul);6/SCGC;43108
Primeiro-Sargento QSS BMA;Augustinho Mai;113/SC;36944
Taifeiro-Mor QTA TAR;Augustinho Mendes Pinheiro;100/SCC;35481
Suboficial QSS BMA;Augusto Adolpho Coelho Hauke;189/SC;41312
Segundo-Sargento QSS BEI;Augusto Aldori Pedrozo;58/SC;40953
Cabo QCB SAD;Augusto César Figueiredo de Aragão;161/SC;37673
Capitão QOEA ANV;Augusto César Hofer Bastos;113/SC;36944
Cabo QCB BMA;Augusto Cesar Lucena Tavares;130/SCGC;41673
Soldado BM (MT);Augusto Cesar Perotti;107/SC;40234
Suboficial QSS SAI;Augusto Cesar Silveira dos Santos;130/SCGC;41673
Primeiro-Tenente QOEA;Augusto Cézar Marques da Cunha;1194/SCC;31761
Suboficial QSS BCT;Augusto Fernando da Costa Hexsel;1172/SCC;32126
Suboficial QSS BSP;Augusto Gonçalves da Silva;092/SCC;29971
Cabo QCB SGS;Augusto Nazareno Ferreira de Moraes;113/SCC;36584
Senhor;Augusto Nunes Pereira;841/SCC;32478
Capitão QOEFOT;Augusto Peixoto Prandi;051/SCC;34026
Senhor;Augusto Sanchez Mayhuay;1194/SCC;31761
Suboficial QSS BFT;Augusto Teixeira da Rocha;091/SCC;29240
Primeiro-Sargento BMA;Augusto Trautmann;107/SC;40234
Primeiro-Sargento QSS SOB;Augusto Vander Santos Costa;1.659/SCGC;42725
Suboficial QSS SAD;Augusto Vieira dos Santos;051/SCC;34026
Senhora;Áurea Moraes Silva;092/SCC;29971
Suboficial BMA;Aureliano Araujo Barcellar Neto;107/SC;40234
Capitão QOEA SVA;Aurélio Amadeu Martins;202/SC;38035
Suboficial QSS BCO;Aurélio de Oliveira Fraga;1057/SCC;31401
Suboficial QSS SAD;Aurélio França dos Santos;193/SCC;34750
Primeiro-Sargento QSS SDE;Aurélio Leal Carvalho;160/SCC;34409
Primeiro-Sargento ;Aurelio Salvador Gonzalez Cardozo;29/SCGC;29/01/2016
Suboficial BEV;Aurelio Santos Pessanha;107/SC;40234
Primeiro-Sargento QSS SGS;Aurélio Schocair de Souza;1172/SCC;32126
Suboficial QSS SEL;Aureo Ferreira da Silva;106/SC;39134
Segundo-Sargento QSS SAD;Aureo Ferreira Filho;841/SCC;32478
Suboficial QSS BMA;Áureo Garcia;051/SCC;34026
Senhor;Áureo José de Lima;116/SCC;30701
Subtenente de Engenharia;Aureo José Zemolin;182/SCGC;42053
Primeiro-Sargento QSS SAD;Áureo Mário da Costa Cabral;931/SCC;32854
Primeiro-Sargento QSS BMA;Aureo Rios de Oliveira;047/SCC;29606
Suboficial QSS BCT;Aureo Roberto Farias de Lima;141/SC;37306
Segundo-Sargento QSS BMA;Aureovaldo de Araújo Gouvêa;1194/SCC;31761
Taifeiro de Primeira Classe QTA TAR;Auri Baltazar Dotto;870/SCC;33592
Suboficial QSS SGS;Auriberto Gomes Rodrigues;048/SCC;35082
Terceiro-Sargento QC (DT);Aurino Martins de Oliveira;116/SCC;30701
Suboficial QSS SAD;Aurismar Cavalcante de Albuquerque;047/SCC;29606
Segundo-Sargento QSS SEF;Aurora Maria Neto;1.659/SCGC;42725
Suboficial QSS BEI;Austernio João Morais Junior;870/SCC;33592
Suboficial QSS SGS;Austregesilo dos Reis Dourado;086/SCC;30336
Cabo QCB SEF;Autevi Paulino da Silva;113/SC;36944
